Order ID,Order Date,Customer ID,Customer Name,Region,State,Product Category,Product Name,Quantity,Sales,Cost,Profit
ORD00233,2025-01-12,CUST0170,Customer_057,West,Rajasthan,Home & Kitchen,Mixer Grinder,5,20950,16649.48,4300.52
ORD00234,2025-11-02,CUST0297,Customer_296,West,Rajasthan,Furniture,Desk,1,4187,2636.38,1550.62
ORD00235,2025-10-06,CUST0195,Customer_076,South,Telangana,Electronics,Laptop,10,42350,25458.86,16891.14
ORD00236,2024-11-17,CUST0215,Customer_078,South,Karnataka,Home & Kitchen,Mixer Grinder,2,3724,2069.36,1654.64
ORD00237,2025-04-27,CUST0032,Customer_071,West,Rajasthan,Furniture,Office Chair,7,30870,24155.52,6714.48
ORD00238,2024-06-26,CUST0236,Customer_273,South,Telangana,Furniture,Bookshelf,8,36832,24421.36,12410.64
ORD00239,2024-09-09,CUST0143,Customer_286,East,Bihar,Furniture,Bookshelf,5,21330,12961.8,8368.2
ORD00240,2025-05-15,CUST0163,Customer_246,East,West Bengal,Furniture,Desk,5,9990,7563.15,2426.85
ORD00241,2025-11-23,CUST0279,Customer_195,East,Bihar,Home & Kitchen,Water Bottle,5,13285,7792.48,5492.52
ORD00242,2024-03-21,CUST0178,Customer_227,West,Gujarat,Electronics,Headphones,5,3220,2048.85,1171.15
ORD00243,2024-10-04,CUST0288,Customer_140,East,Bihar,Clothing,Jeans,4,7820,6243.37,1576.63
ORD00244,2025-11-16,CUST0272,Customer_116,South,Karnataka,Home & Kitchen,Mixer Grinder,10,22600,14073.87,8526.13
ORD00245,2024-04-12,CUST0071,Customer_003,South,Karnataka,Electronics,Smartphone,7,21035,16096.14,4938.86
ORD00246,2024-10-21,CUST0165,Customer_147,South,Tamil Nadu,Home & Kitchen,Cookware Set,8,33688,25103.0,8585.0
ORD00247,2024-02-08,CUST0090,Customer_214,North,Delhi,Home & Kitchen,Cookware Set,10,22020,15646.22,6373.78
ORD00248,2024-10-23,CUST0020,Customer_005,South,Karnataka,Clothing,T-Shirt,8,14608,12138.99,2469.01
ORD00249,2025-10-18,CUST0279,Customer_269,East,Bihar,Home & Kitchen,Mixer Grinder,2,6088,3868.12,2219.88
ORD00250,2024-04-25,CUST0170,Customer_084,West,Maharashtra,Clothing,Jacket,8,20280,12327.06,7952.94
ORD00251,2024-10-29,CUST0291,Customer_099,West,Rajasthan,Furniture,Desk,3,1245,959.88,285.12
ORD00252,2024-03-29,CUST0206,Customer_049,South,Telangana,Home & Kitchen,Cookware Set,7,26621,18756.74,7864.26
ORD00253,2025-01-27,CUST0121,Customer_229,South,Karnataka,Clothing,Jeans,6,13992,7724.27,6267.73
ORD00254,2025-10-31,CUST0185,Customer_121,East,Odisha,Furniture,Desk,10,49930,27632.8,22297.2
ORD00255,2025-12-03,CUST0258,Customer_160,North,Haryana,Electronics,Smartphone,8,22504,13455.48,9048.52
ORD00256,2024-05-16,CUST0245,Customer_079,North,Haryana,Furniture,Desk,6,12654,7791.56,4862.44
ORD00257,2025-04-27,CUST0276,Customer_112,West,Rajasthan,Home & Kitchen,Mixer Grinder,6,22236,16912.31,5323.69
ORD00258,2025-12-21,CUST0186,Customer_040,South,Telangana,Home & Kitchen,Mixer Grinder,2,9208,6298.5,2909.5
ORD00259,2024-06-02,CUST0085,Customer_168,North,Delhi,Clothing,Jacket,9,17604,12706.75,4897.25
ORD00260,2025-06-06,CUST0229,Customer_029,West,Maharashtra,Home & Kitchen,Cookware Set,4,17216,9938.5,7277.5
ORD00261,2025-07-26,CUST0237,Customer_158,West,Maharashtra,Clothing,Jacket,7,28294,20348.29,7945.71
ORD00262,2024-02-16,CUST0217,Customer_177,North,Punjab,Furniture,Desk,1,2085,1508.48,576.52
ORD00263,2025-02-22,CUST0093,Customer_070,North,Haryana,Electronics,Laptop,2,8334,4663.04,3670.96
ORD00264,2025-11-30,CUST0277,Customer_069,West,Gujarat,Clothing,T-Shirt,8,27136,17982.86,9153.14
ORD00265,2024-08-16,CUST0002,Customer_012,East,West Bengal,Electronics,Headphones,9,31671,22443.74,9227.26
ORD00266,2024-08-23,CUST0127,Customer_236,East,Odisha,Home & Kitchen,Cookware Set,9,33966,24101.6,9864.4
ORD00267,2025-11-07,CUST0215,Customer_009,East,West Bengal,Furniture,Desk,4,4896,2740.12,2155.88
ORD00268,2025-11-19,CUST0025,Customer_126,South,Karnataka,Electronics,Smartphone,2,1150,786.52,363.48
ORD00269,2024-02-27,CUST0072,Customer_258,North,Punjab,Clothing,Jeans,4,18884,11617.07,7266.93
ORD00270,2025-11-19,CUST0165,Customer_122,East,West Bengal,Home & Kitchen,Water Bottle,10,29120,21060.82,8059.18
ORD00271,2024-10-08,CUST0032,Customer_286,East,West Bengal,Home & Kitchen,Cookware Set,9,18990,12800.55,6189.45
ORD00272,2024-12-18,CUST0196,Customer_269,South,Telangana,Home & Kitchen,Cookware Set,7,33971,23735.07,10235.93
ORD00273,2024-07-07,CUST0276,Customer_243,East,Bihar,Clothing,T-Shirt,7,10654,6818.2,3835.8
ORD00274,2025-07-29,CUST0212,Customer_214,South,Karnataka,Furniture,Desk,3,12279,10123.08,2155.92
ORD00275,2024-03-21,CUST0231,Customer_190,South,Tamil Nadu,Furniture,Office Chair,5,9825,6377.2,3447.8
ORD00276,2025-11-20,CUST0021,Customer_038,North,Haryana,Home & Kitchen,Water Bottle,4,2888,1821.0,1067.0
ORD00277,2024-12-06,CUST0156,Customer_008,South,Telangana,Home & Kitchen,Water Bottle,9,18693,12969.54,5723.46
ORD00278,2025-12-13,CUST0105,Customer_204,South,Karnataka,Home & Kitchen,Water Bottle,2,8446,6962.31,1483.69
ORD00279,2025-10-26,CUST0184,Customer_158,South,Telangana,Furniture,Bookshelf,5,17090,11789.97,5300.03
ORD00280,2025-04-25,CUST0164,Customer_105,East,Odisha,Clothing,Jacket,8,32936,19089.13,13846.87
ORD00281,2024-05-29,CUST0009,Customer_134,East,Odisha,Clothing,T-Shirt,1,4908,3971.68,936.32
ORD00282,2025-08-06,CUST0126,Customer_256,West,Gujarat,Electronics,Headphones,4,12008,7433.02,4574.98
ORD00283,2024-12-26,CUST0087,Customer_072,East,Odisha,Clothing,Jeans,8,32600,19575.33,13024.67
ORD00284,2024-03-17,CUST0025,Customer_004,West,Maharashtra,Clothing,Jacket,1,4592,2572.2,2019.8
ORD00285,2024-01-10,CUST0112,Customer_259,West,Maharashtra,Home & Kitchen,Cookware Set,4,3424,2609.6,814.4
ORD00286,2024-01-17,CUST0004,Customer_273,West,Gujarat,Electronics,Laptop,10,42580,31840.7,10739.3
ORD00287,2024-10-20,CUST0009,Customer_258,West,Maharashtra,Electronics,Laptop,9,22950,16311.06,6638.94
ORD00288,2024-07-15,CUST0270,Customer_130,West,Maharashtra,Electronics,Smartphone,2,9190,5465.01,3724.99
ORD00289,2025-04-15,CUST0290,Customer_125,East,Odisha,Clothing,T-Shirt,2,6712,5623.24,1088.76
ORD00290,2025-01-23,CUST0194,Customer_283,South,Tamil Nadu,Home & Kitchen,Cookware Set,2,1118,646.26,471.74
ORD00291,2025-03-20,CUST0170,Customer_290,West,Maharashtra,Home & Kitchen,Cookware Set,1,1703,978.89,724.11
ORD00292,2025-12-09,CUST0291,Customer_244,North,Haryana,Electronics,Laptop,4,8124,6664.78,1459.22
ORD00293,2024-02-03,CUST0092,Customer_162,East,West Bengal,Electronics,Smartphone,5,23740,17070.32,6669.68
ORD00294,2024-11-02,CUST0084,Customer_289,North,Delhi,Home & Kitchen,Mixer Grinder,3,10686,8855.09,1830.91
ORD00295,2024-05-23,CUST0041,Customer_257,South,Telangana,Clothing,T-Shirt,9,27153,18060.92,9092.08
ORD00296,2024-12-14,CUST0204,Customer_168,East,West Bengal,Electronics,Smartphone,7,15407,12350.29,3056.71
ORD00297,2025-07-20,CUST0193,Customer_222,North,Haryana,Furniture,Desk,8,34552,21368.39,13183.61
ORD00298,2024-10-29,CUST0127,Customer_038,South,Telangana,Home & Kitchen,Mixer Grinder,7,7014,5482.49,1531.51
ORD00299,2024-11-20,CUST0185,Customer_055,North,Punjab,Electronics,Headphones,7,10941,8445.32,2495.68
ORD00300,2024-04-14,CUST0068,Customer_045,North,Delhi,Furniture,Desk,8,25984,20226.05,5757.95
ORD00301,2024-04-15,CUST0014,Customer_046,South,Tamil Nadu,Clothing,Jeans,9,43596,30679.91,12916.09
ORD00302,2024-01-13,CUST0150,Customer_212,East,Bihar,Electronics,Smartphone,10,29570,23925.54,5644.46
ORD00303,2024-06-22,CUST0195,Customer_087,West,Maharashtra,Home & Kitchen,Water Bottle,9,20592,14858.94,5733.06
ORD00304,2024-06-20,CUST0223,Customer_142,South,Tamil Nadu,Furniture,Desk,5,21695,12882.07,8812.93
ORD00305,2024-09-09,CUST0254,Customer_101,West,Gujarat,Clothing,Jeans,2,6516,4075.82,2440.18
ORD00306,2024-12-06,CUST0195,Customer_169,West,Maharashtra,Electronics,Headphones,5,1775,1481.5,293.5
ORD00307,2025-09-09,CUST0103,Customer_246,West,Gujarat,Clothing,T-Shirt,10,14150,9057.85,5092.15
ORD00308,2025-10-10,CUST0252,Customer_295,East,West Bengal,Clothing,T-Shirt,6,16122,12421.39,3700.61
ORD00309,2025-07-31,CUST0103,Customer_280,South,Tamil Nadu,Clothing,T-Shirt,5,17590,11600.69,5989.31
ORD00310,2024-08-02,CUST0225,Customer_150,South,Telangana,Clothing,Jacket,1,4081,3399.03,681.97
ORD00311,2024-09-04,CUST0130,Customer_079,North,Punjab,Home & Kitchen,Cookware Set,8,11520,8524.81,2995.19
ORD00312,2025-07-01,CUST0260,Customer_215,West,Gujarat,Electronics,Smartphone,8,33800,24493.95,9306.05
ORD00313,2024-09-11,CUST0182,Customer_086,North,Punjab,Home & Kitchen,Water Bottle,9,8964,5224.32,3739.68
ORD00314,2025-03-16,CUST0055,Customer_006,North,Haryana,Home & Kitchen,Cookware Set,7,21112,17728.06,3383.94
ORD00315,2025-12-05,CUST0295,Customer_114,North,Punjab,Furniture,Office Chair,9,40941,29370.99,11570.01
ORD00316,2024-01-26,CUST0248,Customer_054,West,Gujarat,Clothing,T-Shirt,8,35192,20947.1,14244.9
ORD00317,2024-12-17,CUST0234,Customer_106,East,Odisha,Electronics,Smartphone,2,2920,1911.14,1008.86
ORD00318,2025-04-08,CUST0164,Customer_035,West,Gujarat,Clothing,Jeans,2,7778,5962.6,1815.4
ORD00319,2025-10-25,CUST0056,Customer_085,East,West Bengal,Home & Kitchen,Water Bottle,2,970,780.61,189.39
ORD00320,2025-03-12,CUST0237,Customer_119,South,Telangana,Electronics,Headphones,9,14499,9414.16,5084.84
ORD00321,2025-09-20,CUST0102,Customer_231,West,Rajasthan,Electronics,Headphones,3,11520,7703.13,3816.87
ORD00322,2025-12-21,CUST0033,Customer_296,West,Gujarat,Electronics,Laptop,4,7940,5030.02,2909.98
ORD00323,2024-04-26,CUST0135,Customer_251,North,Haryana,Electronics,Headphones,6,17820,10854.56,6965.44
ORD00324,2024-12-22,CUST0181,Customer_235,East,Bihar,Clothing,T-Shirt,10,35150,25522.46,9627.54
ORD00325,2024-11-16,CUST0061,Customer_123,South,Telangana,Home & Kitchen,Water Bottle,5,4970,3735.62,1234.38
ORD00326,2025-03-04,CUST0071,Customer_295,East,West Bengal,Electronics,Headphones,6,8748,6152.01,2595.99
ORD00327,2025-10-22,CUST0089,Customer_285,West,Gujarat,Electronics,Headphones,8,37616,28514.05,9101.95
ORD00328,2025-04-06,CUST0028,Customer_184,South,Tamil Nadu,Furniture,Desk,3,5496,3541.48,1954.52
ORD00329,2025-06-01,CUST0254,Customer_210,North,Punjab,Electronics,Headphones,4,13780,11563.47,2216.53
ORD00330,2025-08-01,CUST0016,Customer_113,West,Gujarat,Home & Kitchen,Water Bottle,8,34424,20660.46,13763.54
ORD00331,2025-04-13,CUST0290,Customer_254,East,West Bengal,Furniture,Desk,4,18816,11978.29,6837.71
ORD00332,2025-01-10,CUST0278,Customer_022,North,Haryana,Electronics,Smartphone,5,23745,18924.41,4820.59
ORD00333,2025-10-31,CUST0127,Customer_153,West,Rajasthan,Furniture,Office Chair,7,7966,6140.17,1825.83
ORD00334,2024-04-30,CUST0122,Customer_108,North,Punjab,Furniture,Desk,6,6072,4139.41,1932.59
ORD00335,2024-07-30,CUST0106,Customer_031,East,Bihar,Home & Kitchen,Mixer Grinder,7,11613,8533.76,3079.24
ORD00336,2025-12-21,CUST0150,Customer_149,East,Bihar,Furniture,Desk,10,47130,28302.19,18827.81
ORD00337,2025-02-25,CUST0031,Customer_142,East,Bihar,Home & Kitchen,Cookware Set,2,2820,2365.51,454.49
ORD00338,2024-09-10,CUST0202,Customer_251,South,Telangana,Electronics,Headphones,4,5992,4574.4,1417.6
ORD00339,2024-03-18,CUST0048,Customer_207,South,Telangana,Home & Kitchen,Cookware Set,5,18465,12234.02,6230.98
ORD00340,2024-01-03,CUST0048,Customer_235,East,Bihar,Furniture,Bookshelf,8,34384,22287.25,12096.75
ORD00341,2024-08-04,CUST0254,Customer_138,East,West Bengal,Clothing,Jacket,7,14588,12260.32,2327.68
ORD00342,2025-05-11,CUST0176,Customer_025,East,Odisha,Furniture,Bookshelf,9,12321,8869.18,3451.82
ORD00343,2024-06-10,CUST0226,Customer_234,North,Delhi,Home & Kitchen,Cookware Set,8,3464,2034.31,1429.69
ORD00344,2024-10-07,CUST0048,Customer_185,North,Punjab,Furniture,Office Chair,3,8316,4970.42,3345.58
ORD00345,2024-11-08,CUST0120,Customer_220,East,West Bengal,Furniture,Bookshelf,3,2172,1452.86,719.14
ORD00346,2024-05-15,CUST0116,Customer_266,North,Haryana,Electronics,Smartphone,1,2048,1419.35,628.65
ORD00347,2025-03-08,CUST0068,Customer_245,West,Maharashtra,Electronics,Laptop,6,7722,6536.26,1185.74
ORD00348,2025-01-11,CUST0154,Customer_071,North,Delhi,Clothing,T-Shirt,2,2278,1323.43,954.57
ORD00349,2024-01-09,CUST0085,Customer_226,West,Maharashtra,Home & Kitchen,Cookware Set,3,2580,1829.61,750.39
ORD00350,2025-03-29,CUST0112,Customer_045,East,Bihar,Furniture,Office Chair,3,11016,8094.81,2921.19
ORD00351,2025-03-15,CUST0162,Customer_072,North,Delhi,Electronics,Smartphone,10,34450,22580.62,11869.38
ORD00352,2025-09-06,CUST0146,Customer_014,South,Tamil Nadu,Home & Kitchen,Cookware Set,2,4664,3339.51,1324.49
ORD00353,2025-02-05,CUST0152,Customer_028,East,West Bengal,Clothing,Jacket,10,44740,27139.01,17600.99
ORD00354,2025-08-31,CUST0037,Customer_271,South,Tamil Nadu,Clothing,T-Shirt,2,4548,3183.03,1364.97
ORD00355,2025-08-05,CUST0216,Customer_188,North,Punjab,Furniture,Bookshelf,3,10404,8408.97,1995.03
ORD00356,2024-08-08,CUST0021,Customer_031,South,Tamil Nadu,Electronics,Smartphone,1,853,472.68,380.32
ORD00357,2025-02-15,CUST0043,Customer_275,West,Rajasthan,Furniture,Desk,9,33327,22564.8,10762.2
ORD00358,2024-07-27,CUST0080,Customer_275,South,Tamil Nadu,Electronics,Smartphone,5,4735,3330.56,1404.44
ORD00359,2024-09-01,CUST0030,Customer_126,East,Odisha,Home & Kitchen,Mixer Grinder,2,5680,4314.54,1365.46
ORD00360,2025-11-04,CUST0090,Customer_062,North,Punjab,Electronics,Smartphone,8,6000,3856.72,2143.28
ORD00361,2024-12-21,CUST0268,Customer_265,North,Haryana,Electronics,Headphones,1,1642,1147.63,494.37
ORD00362,2024-04-30,CUST0016,Customer_172,East,West Bengal,Furniture,Bookshelf,3,7503,5776.42,1726.58
ORD00363,2025-08-13,CUST0040,Customer_255,West,Gujarat,Clothing,Jacket,2,4908,3748.22,1159.78
ORD00364,2024-06-19,CUST0189,Customer_081,West,Rajasthan,Furniture,Bookshelf,1,4392,3547.89,844.11
ORD00365,2024-01-03,CUST0023,Customer_007,East,West Bengal,Home & Kitchen,Mixer Grinder,2,4342,3353.04,988.96
ORD00366,2024-07-02,CUST0019,Customer_284,South,Karnataka,Clothing,Jeans,6,20622,17035.17,3586.83
ORD00367,2024-11-23,CUST0139,Customer_040,West,Maharashtra,Furniture,Bookshelf,4,14836,12236.09,2599.91
ORD00368,2025-06-12,CUST0024,Customer_206,East,West Bengal,Clothing,Jacket,1,1769,1091.39,677.61
ORD00369,2025-04-12,CUST0005,Customer_189,North,Punjab,Furniture,Desk,5,14905,8584.02,6320.98
ORD00370,2025-08-28,CUST0253,Customer_101,South,Tamil Nadu,Home & Kitchen,Mixer Grinder,5,11435,7880.75,3554.25
ORD00371,2024-12-20,CUST0005,Customer_172,South,Karnataka,Electronics,Laptop,7,3465,2147.95,1317.05
ORD00372,2024-08-31,CUST0215,Customer_252,North,Haryana,Clothing,T-Shirt,5,5755,3519.52,2235.48
ORD00373,2024-08-25,CUST0267,Customer_212,North,Delhi,Home & Kitchen,Water Bottle,5,5310,2990.43,2319.57
ORD00374,2025-10-14,CUST0202,Customer_039,East,Odisha,Home & Kitchen,Water Bottle,2,2164,1518.32,645.68
ORD00375,2024-11-18,CUST0202,Customer_168,North,Punjab,Home & Kitchen,Cookware Set,3,6717,4282.11,2434.89
ORD00376,2024-05-19,CUST0300,Customer_056,East,Odisha,Furniture,Desk,4,3644,3035.69,608.31
ORD00377,2024-05-03,CUST0275,Customer_184,South,Karnataka,Electronics,Headphones,8,32936,21217.7,11718.3
ORD00378,2024-04-02,CUST0081,Customer_156,South,Tamil Nadu,Furniture,Desk,8,19760,15921.51,3838.49
ORD00379,2024-12-30,CUST0203,Customer_263,North,Delhi,Furniture,Bookshelf,3,3141,2397.67,743.33
ORD00380,2025-02-18,CUST0232,Customer_285,North,Haryana,Furniture,Desk,5,8620,4821.38,3798.62
ORD00381,2024-03-04,CUST0114,Customer_067,South,Karnataka,Clothing,Jeans,2,2890,1694.8,1195.2
ORD00382,2024-03-17,CUST0012,Customer_034,South,Tamil Nadu,Furniture,Bookshelf,2,4840,3994.11,845.89
ORD00383,2024-12-05,CUST0063,Customer_022,South,Telangana,Clothing,Jeans,3,3159,2595.19,563.81
ORD00384,2025-02-08,CUST0255,Customer_016,West,Maharashtra,Electronics,Headphones,10,38480,30649.54,7830.46
ORD00385,2024-07-10,CUST0141,Customer_144,West,Rajasthan,Clothing,T-Shirt,3,9597,5896.54,3700.46
ORD00386,2025-05-25,CUST0211,Customer_282,West,Maharashtra,Electronics,Laptop,10,23130,17212.96,5917.04
ORD00387,2024-07-23,CUST0270,Customer_128,West,Maharashtra,Electronics,Smartphone,5,17185,10159.27,7025.73
ORD00388,2025-05-11,CUST0177,Customer_290,North,Punjab,Home & Kitchen,Water Bottle,6,25374,18100.68,7273.32
ORD00389,2024-08-12,CUST0016,Customer_144,East,Odisha,Furniture,Desk,3,1539,993.68,545.32
ORD00390,2024-04-12,CUST0127,Customer_124,North,Punjab,Clothing,Jacket,6,13236,11147.28,2088.72
ORD00391,2025-02-01,CUST0182,Customer_089,East,Bihar,Home & Kitchen,Water Bottle,1,2097,1515.52,581.48
ORD00392,2024-01-29,CUST0181,Customer_291,South,Karnataka,Home & Kitchen,Mixer Grinder,6,19434,16017.39,3416.61
ORD00393,2025-05-17,CUST0020,Customer_047,South,Telangana,Furniture,Office Chair,8,37928,24376.93,13551.07
ORD00394,2024-01-01,CUST0170,Customer_104,North,Delhi,Home & Kitchen,Mixer Grinder,4,1852,1311.09,540.91
ORD00395,2024-05-31,CUST0073,Customer_057,South,Tamil Nadu,Home & Kitchen,Water Bottle,3,8850,5025.62,3824.38
ORD00396,2024-11-26,CUST0070,Customer_081,East,West Bengal,Furniture,Bookshelf,7,7889,5135.49,2753.51
ORD00397,2025-07-29,CUST0183,Customer_115,West,Rajasthan,Clothing,Jeans,6,10362,7897.45,2464.55
ORD00398,2024-01-02,CUST0294,Customer_201,South,Tamil Nadu,Furniture,Desk,5,6715,4051.24,2663.76
ORD00399,2024-04-16,CUST0255,Customer_073,North,Delhi,Home & Kitchen,Mixer Grinder,6,12654,9387.93,3266.07
ORD00400,2024-06-20,CUST0046,Customer_172,East,Bihar,Electronics,Smartphone,4,12564,10612.99,1951.01
ORD00401,2024-12-24,CUST0132,Customer_056,West,Maharashtra,Furniture,Desk,4,9376,7106.57,2269.43
ORD00402,2025-02-27,CUST0253,Customer_194,North,Delhi,Clothing,T-Shirt,8,29896,25134.48,4761.52
ORD00403,2025-08-14,CUST0116,Customer_084,East,Bihar,Clothing,T-Shirt,2,8454,6650.08,1803.92
ORD00404,2024-04-17,CUST0038,Customer_176,West,Maharashtra,Electronics,Laptop,5,2320,1497.83,822.17
ORD00405,2024-04-05,CUST0174,Customer_248,South,Tamil Nadu,Electronics,Headphones,2,9562,7960.85,1601.15
ORD00406,2024-04-13,CUST0170,Customer_106,North,Punjab,Home & Kitchen,Cookware Set,3,11568,6907.61,4660.39
ORD00407,2024-10-15,CUST0153,Customer_122,South,Tamil Nadu,Home & Kitchen,Water Bottle,9,42516,26767.2,15748.8
ORD00408,2024-06-06,CUST0028,Customer_185,North,Delhi,Clothing,T-Shirt,10,48020,38509.94,9510.06
ORD00409,2024-01-27,CUST0106,Customer_088,North,Punjab,Electronics,Smartphone,5,21170,12911.63,8258.37
ORD00410,2025-04-27,CUST0251,Customer_136,East,West Bengal,Clothing,Jeans,2,5652,4439.44,1212.56
ORD00411,2025-01-25,CUST0190,Customer_096,North,Haryana,Clothing,Jacket,7,12698,8397.27,4300.73
ORD00412,2024-10-02,CUST0289,Customer_032,West,Maharashtra,Furniture,Desk,8,32872,20677.15,12194.85
ORD00413,2025-07-08,CUST0212,Customer_117,South,Telangana,Home & Kitchen,Cookware Set,2,2004,1503.89,500.11
ORD00414,2025-05-01,CUST0294,Customer_121,North,Punjab,Clothing,Jacket,7,32802,24802.26,7999.74
ORD00415,2025-06-13,CUST0293,Customer_076,West,Gujarat,Electronics,Smartphone,7,4088,2864.18,1223.82
ORD00416,2024-05-09,CUST0022,Customer_217,North,Punjab,Electronics,Headphones,3,6105,4838.45,1266.55
ORD00417,2024-09-21,CUST0164,Customer_035,North,Haryana,Clothing,T-Shirt,4,6044,4836.6,1207.4
ORD00418,2024-10-09,CUST0267,Customer_235,North,Punjab,Clothing,Jacket,7,33754,21867.13,11886.87
ORD00419,2024-04-25,CUST0213,Customer_077,North,Haryana,Home & Kitchen,Mixer Grinder,10,45800,35930.36,9869.64
ORD00420,2025-07-30,CUST0052,Customer_147,South,Telangana,Home & Kitchen,Mixer Grinder,10,11200,9267.76,1932.24
ORD00421,2025-04-29,CUST0020,Customer_089,East,Odisha,Furniture,Desk,7,29939,21604.19,8334.81
ORD00422,2024-12-05,CUST0122,Customer_026,East,Odisha,Electronics,Headphones,10,35900,20162.69,15737.31
ORD00423,2024-11-06,CUST0160,Customer_144,West,Gujarat,Furniture,Bookshelf,1,3067,2438.93,628.07
ORD00424,2025-03-29,CUST0165,Customer_138,West,Rajasthan,Home & Kitchen,Cookware Set,2,4334,2558.43,1775.57
ORD00425,2025-02-20,CUST0249,Customer_265,West,Rajasthan,Home & Kitchen,Cookware Set,2,3678,2510.29,1167.71
ORD00426,2025-06-02,CUST0207,Customer_070,East,West Bengal,Clothing,Jacket,3,2511,1615.42,895.58
ORD00427,2025-04-12,CUST0026,Customer_185,North,Delhi,Furniture,Office Chair,4,3088,1929.53,1158.47
ORD00428,2024-05-06,CUST0016,Customer_124,South,Tamil Nadu,Furniture,Bookshelf,8,35496,23749.76,11746.24
ORD00429,2025-04-30,CUST0283,Customer_180,East,Odisha,Home & Kitchen,Mixer Grinder,8,14032,11761.01,2270.99
ORD00430,2024-02-20,CUST0084,Customer_293,East,West Bengal,Furniture,Desk,2,5270,2941.9,2328.1
ORD00431,2025-02-23,CUST0263,Customer_011,South,Karnataka,Home & Kitchen,Cookware Set,4,7972,5028.14,2943.86
ORD00432,2025-09-14,CUST0157,Customer_141,North,Punjab,Electronics,Headphones,3,1107,683.16,423.84
ORD00433,2024-11-05,CUST0267,Customer_204,West,Gujarat,Furniture,Bookshelf,8,18912,11639.63,7272.37
ORD00434,2025-09-15,CUST0145,Customer_153,North,Delhi,Clothing,Jacket,6,29394,21875.09,7518.91
ORD00435,2024-10-10,CUST0134,Customer_153,North,Punjab,Electronics,Smartphone,6,15384,11417.67,3966.33
ORD00436,2025-09-06,CUST0207,Customer_164,South,Karnataka,Clothing,Jacket,4,3060,2422.38,637.62
ORD00437,2025-03-04,CUST0208,Customer_199,South,Telangana,Electronics,Laptop,8,21768,13666.56,8101.44
ORD00438,2025-12-31,CUST0114,Customer_274,North,Haryana,Home & Kitchen,Water Bottle,10,18550,12112.22,6437.78
ORD00439,2025-11-04,CUST0286,Customer_093,West,Rajasthan,Furniture,Bookshelf,9,24831,19954.83,4876.17
ORD00440,2025-07-26,CUST0094,Customer_172,East,West Bengal,Clothing,Jeans,3,7254,5567.85,1686.15
ORD00441,2024-12-05,CUST0191,Customer_134,North,Delhi,Furniture,Bookshelf,4,11260,7613.36,3646.64
ORD00442,2025-08-20,CUST0298,Customer_037,East,Odisha,Electronics,Smartphone,8,5912,4788.24,1123.76
ORD00443,2025-02-27,CUST0028,Customer_078,West,Maharashtra,Clothing,Jacket,2,6852,4857.74,1994.26
ORD00444,2025-04-13,CUST0074,Customer_162,South,Karnataka,Furniture,Bookshelf,7,34748,28418.77,6329.23
ORD00445,2024-02-29,CUST0003,Customer_232,South,Karnataka,Clothing,Jeans,6,10488,6754.53,3733.47
ORD00446,2024-03-31,CUST0067,Customer_223,East,West Bengal,Electronics,Headphones,10,15970,11129.06,4840.94
ORD00447,2025-06-30,CUST0103,Customer_192,West,Gujarat,Clothing,T-Shirt,8,27520,15174.55,12345.45
ORD00448,2025-10-03,CUST0128,Customer_116,North,Punjab,Clothing,Jacket,4,1784,1343.4,440.6
ORD00449,2024-11-09,CUST0086,Customer_034,East,Odisha,Electronics,Headphones,2,6884,4825.69,2058.31
ORD00450,2024-12-11,CUST0223,Customer_069,North,Punjab,Furniture,Desk,8,36496,26602.33,9893.67
ORD00451,2025-02-17,CUST0010,Customer_117,East,Odisha,Furniture,Bookshelf,4,6600,5507.21,1092.79
ORD00452,2024-06-22,CUST0064,Customer_188,South,Telangana,Electronics,Headphones,4,1916,1392.76,523.24
ORD00453,2025-08-31,CUST0025,Customer_056,North,Punjab,Home & Kitchen,Cookware Set,5,23400,17244.41,6155.59
ORD00454,2024-05-06,CUST0281,Customer_130,North,Delhi,Home & Kitchen,Water Bottle,2,7428,5075.51,2352.49
ORD00455,2025-11-08,CUST0052,Customer_267,West,Rajasthan,Electronics,Headphones,4,1504,963.06,540.94
ORD00456,2024-04-17,CUST0262,Customer_061,East,Bihar,Home & Kitchen,Mixer Grinder,3,11193,8945.4,2247.6
ORD00457,2024-09-26,CUST0268,Customer_104,East,West Bengal,Electronics,Smartphone,8,15416,11295.31,4120.69
ORD00458,2025-05-23,CUST0107,Customer_247,East,Bihar,Clothing,T-Shirt,5,8065,4531.09,3533.91
ORD00459,2025-08-10,CUST0253,Customer_077,East,West Bengal,Electronics,Laptop,1,1029,845.9,183.1
ORD00460,2025-04-12,CUST0152,Customer_136,North,Haryana,Electronics,Smartphone,2,4792,3561.9,1230.1
ORD00461,2025-01-03,CUST0161,Customer_219,West,Maharashtra,Electronics,Smartphone,3,1869,1505.81,363.19
ORD00462,2024-06-23,CUST0169,Customer_184,North,Delhi,Electronics,Laptop,1,1433,1073.33,359.67
ORD00463,2024-07-06,CUST0059,Customer_206,West,Rajasthan,Furniture,Desk,2,6704,5326.26,1377.74
ORD00464,2025-10-26,CUST0086,Customer_058,West,Gujarat,Furniture,Desk,7,29519,23319.12,6199.88
ORD00465,2025-08-27,CUST0248,Customer_292,South,Telangana,Home & Kitchen,Water Bottle,1,1605,932.69,672.31
